2/01/2006,10.633
3/01/2006,10.606
4/01/2006,10.581
5/01/2006,10.631
6/01/2006,10.5585
9/01/2006,10.5755
10/01/2006,10.624
11/01/2006,10.5895
12/01/2006,10.5763
13/01/2006,10.553
16/01/2006,10.5465
17/01/2006,10.572
18/01/2006,10.5593
19/01/2006,10.4975
20/01/2006,10.5443
23/01/2006,10.5295
24/01/2006,10.473
25/01/2006,10.5055
26/01/2006,10.494
27/01/2006,10.408
30/01/2006,10.427
31/01/2006,10.4405
1/02/2006,10.437
2/02/2006,10.5005
3/02/2006,10.491
6/02/2006,10.459
7/02/2006,10.5515
8/02/2006,10.531
9/02/2006,10.477
10/02/2006,10.483
13/02/2006,10.5495
14/02/2006,10.511
15/02/2006,10.5355
16/02/2006,10.4755
17/02/2006,10.4335
20/02/2006,10.418
21/02/2006,10.473
22/02/2006,10.459
23/02/2006,10.46
24/02/2006,10.4795
27/02/2006,10.47
28/02/2006,10.4803
1/03/2006,10.4715
2/03/2006,10.5268
3/03/2006,10.579
6/03/2006,10.6965
7/03/2006,10.6605
8/03/2006,10.7115
9/03/2006,10.709
10/03/2006,10.67
13/03/2006,10.729
14/03/2006,10.6675
15/03/2006,10.6483
16/03/2006,10.6315
17/03/2006,10.651
20/03/2006,10.774
21/03/2006,10.843
22/03/2006,10.879
23/03/2006,10.9055
24/03/2006,10.85
27/03/2006,10.963
28/03/2006,11.0073
29/03/2006,10.939
30/03/2006,10.905
31/03/2006,10.866
3/04/2006,10.8332
4/04/2006,10.921
5/04/2006,10.998
6/04/2006,11.078
7/04/2006,11.119
10/04/2006,11.087
11/04/2006,11.017
12/04/2006,11.03
13/04/2006,11.078
14/04/2006,11.052
17/04/2006,11.026
18/04/2006,10.923
19/04/2006,10.944
20/04/2006,11.036
21/04/2006,11.022
24/04/2006,11.053
25/04/2006,11.14
26/04/2006,11.117
27/04/2006,11.1011
28/04/2006,11.034
1/05/2006,11.058
2/05/2006,10.9723
3/05/2006,10.9825
4/05/2006,10.971
5/05/2006,10.937
8/05/2006,10.907
9/05/2006,10.863
10/05/2006,10.8405
11/05/2006,10.88
12/05/2006,11.005
15/05/2006,11.1295
16/05/2006,11.005
17/05/2006,11.171
18/05/2006,11.1505
19/05/2006,11.138
22/05/2006,11.244
23/05/2006,11.3617
24/05/2006,11.1995
25/05/2006,11.114
26/05/2006,11.095
29/05/2006,11.162
30/05/2006,11.295
31/05/2006,11.282
1/06/2006,11.221
2/06/2006,11.301
5/06/2006,11.325
6/06/2006,11.275
7/06/2006,11.325
8/06/2006,11.396
9/06/2006,11.334
12/06/2006,11.412
13/06/2006,11.464
14/06/2006,11.422
15/06/2006,11.3817
16/06/2006,11.382
19/06/2006,11.407
20/06/2006,11.437
21/06/2006,11.364
22/06/2006,11.442
23/06/2006,11.391
26/06/2006,11.476
27/06/2006,11.431
28/06/2006,11.349
29/06/2006,11.3025
30/06/2006,11.238
3/07/2006,11.077
4/07/2006,11.0535
5/07/2006,11.1809
6/07/2006,11.023
7/07/2006,10.982
10/07/2006,10.981
11/07/2006,10.944
12/07/2006,11.038
13/07/2006,11.0255
14/07/2006,10.98
17/07/2006,10.9788
18/07/2006,10.906
19/07/2006,10.8643
20/07/2006,10.855
21/07/2006,10.86
24/07/2006,10.874
25/07/2006,10.877
26/07/2006,10.9379
27/07/2006,10.883
28/07/2006,10.847
31/07/2006,10.941
1/08/2006,11.023
2/08/2006,10.91
3/08/2006,10.9505
4/08/2006,10.841
7/08/2006,10.8765
8/08/2006,10.861
9/08/2006,10.829
10/08/2006,10.829
11/08/2006,10.767
14/08/2006,10.843
15/08/2006,10.756
16/08/2006,10.7655
17/08/2006,10.7859
18/08/2006,10.815
21/08/2006,10.7776
22/08/2006,10.8305
23/08/2006,10.9133
24/08/2006,10.914
25/08/2006,10.945
28/08/2006,10.8675
29/08/2006,10.848
30/08/2006,10.8738
31/08/2006,10.9055
1/09/2006,10.8
4/09/2006,10.8398
5/09/2006,10.841
6/09/2006,10.9705
7/09/2006,10.993
8/09/2006,10.975
11/09/2006,11.0635
12/09/2006,10.9935
13/09/2006,10.9725
14/09/2006,10.962
15/09/2006,10.897
18/09/2006,10.8968
19/09/2006,10.945
20/09/2006,10.9485
21/09/2006,11.056
22/09/2006,11.021
25/09/2006,11.0508
26/09/2006,10.996
27/09/2006,11.018
28/09/2006,10.9915
29/09/2006,10.932
2/10/2006,10.922
3/10/2006,11.033
4/10/2006,11.006
5/10/2006,11.003
6/10/2006,11.01
9/10/2006,11.067
10/10/2006,11.013
11/10/2006,10.9855
12/10/2006,10.891
13/10/2006,10.826
16/10/2006,10.822
17/10/2006,10.82
18/10/2006,10.83
19/10/2006,10.749
20/10/2006,10.772
23/10/2006,10.84
24/10/2006,10.81
25/10/2006,10.734
26/10/2006,10.7155
27/10/2006,10.658
30/10/2006,10.7827
31/10/2006,10.7453
1/11/2006,10.8007
2/11/2006,10.8552
3/11/2006,10.755
6/11/2006,10.794
7/11/2006,10.81
8/11/2006,10.818
9/11/2006,10.917
10/11/2006,10.868
13/11/2006,10.8633
14/11/2006,10.8408
15/11/2006,10.8253
16/11/2006,10.9002
17/11/2006,10.919
20/11/2006,10.972
21/11/2006,10.942
22/11/2006,10.955
23/11/2006,10.9633
24/11/2006,10.974
27/11/2006,11.0857
28/11/2006,11.023
29/11/2006,11
30/11/2006,10.962
1/12/2006,10.937
4/12/2006,10.926
5/12/2006,10.8565
6/12/2006,10.827
7/12/2006,10.881
8/12/2006,10.802
11/12/2006,10.787
12/12/2006,10.836
13/12/2006,10.8415
14/12/2006,10.7697
15/12/2006,10.72
18/12/2006,10.8077
19/12/2006,10.8255
20/12/2006,10.8285
21/12/2006,10.861
22/12/2006,10.81
25/12/2006,10.81
26/12/2006,10.8758
27/12/2006,10.8905
28/12/2006,10.85
29/12/2006,10.75
1/01/2007,10.803
2/01/2007,10.7605
3/01/2007,10.83
4/01/2007,10.865
5/01/2007,10.912
8/01/2007,10.9393
9/01/2007,11.002
10/01/2007,10.9685
11/01/2007,10.998
12/01/2007,10.93
15/01/2007,10.9603
16/01/2007,10.9519
17/01/2007,10.9418
18/01/2007,10.9177
19/01/2007,10.838
22/01/2007,10.9352
23/01/2007,10.9375
24/01/2007,10.9161
25/01/2007,11.0417
26/01/2007,10.997
29/01/2007,11.0795
30/01/2007,11.0245
31/01/2007,10.9925
1/02/2007,10.9632
2/02/2007,10.955
5/02/2007,10.9048
6/02/2007,10.9251
7/02/2007,10.9693
8/02/2007,10.9334
9/02/2007,10.906
12/02/2007,11.0345
13/02/2007,10.9418
14/02/2007,10.9145
